custkey,contribution
11653,63395.073
11069,63358.6464
3286,62762.8848
4016,62522.56079999999
4934,62511.456
1331,62402.34
9127,62237.0616
2872,62230.6634
6982,62123.6385
3599,62032.0246
9538,62012.941
13216,61969.634999999995
10187,61892.194800000005
9914,61841.52
1894,61628.077
7051,61316.496
8971,61104.8784
7523,61030.242
10537,61008.0627
6851,60929.85999999999
11131,60187.115099999995
8047,59968.32
9955,59870.9475
4607,59852.513600000006
12226,59814.64399999999
4480,59717.448
2467,59699.3826
8777,59652.1728
8431,59610.92480000001
8905,59501.078
9764,59265.0786
3952,59213.060999999994
6973,58874.045999999995
1420,58654.1736
14756,58620.1749
13283,58555.471000000005
8113,58472.172000000006
13265,58341.060000000005
3661,58334.068799999994
1075,57745.18
910,57605.328
1765,56355.21
13679,55994.9094
13508,55922.762
11344,55650.995200000005
2588,55193.92
9194,55189.68
5447,54986.305799999995
10903,54904.128000000004
4063,54789.174
7,54596.17079999999
12946,54547.97039999999
8846,54034.488
11083,53945.7916
6451,53917.7067
12202,53895.2323
7472,53869.2798
14338,53760.245
4945,53187.04
806,53164.44
14848,53070.4749
1411,53064.020000000004
6763,53032.76
6728,52999.136399999996
9376,52993.3536
2695,52951.34880000001
10273,52592.6434
4327,52493.2766
12268,52476.18
1825,52411.1385
12854,52385.223
1660,52327.728
10372,52157.69080000001
13889,51948.888
9766,51642.9326
11470,51642.472
1220,51564.7776
316,51394.6266
11570,51356.865600000005
5833,51316.2301
964,51190.127
8818,51125.76
7487,51055.5
3623,50828.3568
1465,50641.848
836,50604.8515
14477,50395.392
5039,50219.9061
10429,50092.5096
10057,49830.668999999994
1129,49693.137599999995
7816,49609.7364
7591,49113.5465
205,49012.8
5042,48975.84
11732,48843.879
12085,48792.636
241,48598.7904
10022,48235.4712
115,48171.4002
7630,48081.0384
3838,47879.42249999999
2698,47788.51499999999
10789,47771.472
2167,47728.296
3283,47612.1095
4186,47600.4
781,47561.443199999994
12835,47540.492999999995
7898,47425.71399999999
6205,47300.283
9341,47280.474
13912,46944.8833
10061,46796.47
4459,46768.2625
12025,46762.7283
2920,46640.5632
10510,46615.247599999995
5071,46489.6
8518,46407.8636
5972,46357.9904
2320,45953.1072
12271,45643.058999999994
4762,45625.7348
835,45457.6746
5767,45364.8136
13381,45087.667199999996
12860,45079.7184
1087,45044.505
2677,44978.8224
11261,44941.824
11759,44849.3895
5671,44796.634
10894,44736.72
8605,44685.756
11567,44675.309
2989,44560.443199999994
11794,44470.8516
10135,44432.1504
3611,44402.715
9865,44343.234000000004
9323,44251.8738
11530,44102.1438
3829,43950.406500000005
2114,43938.43199999999
10597,43878.2604
173,43877.4516
4769,43860.102
7705,43571.709
3112,43506.9128
152,43411.504499999995
8875,43313.587499999994
2749,43158.0536
1376,43055.6688
11749,42960.9516
11167,42853.1376
12442,42828.5284
11341,42739.351200000005
10337,42650.384999999995
1306,42621.49079999999
5657,42605.2368
13915,42591.582
14557,42521.808
1505,42467.361300000004
11407,42196.424999999996
14584,41955.7715
5749,41831.8272
8449,41814.4704
9070,41808.531299999995
13115,41806.2435
11179,41777.6324
9739,41638.51899999999
12821,41617.94
6383,41611.770000000004
5845,41539.6278
6458,41495.5632
12763,41305.5072
5011,41247.744
9565,41223.136
9470,41139.644
6692,40906.512
12745,40882.4704
12563,40738.3614
14854,40559.1936
8344,40522.2336
11128,40464.4744
9746,40453.55
8032,40442.885
7105,40436.352
1292,40343.5032
2746,40317.3
4666,40316.64
13552,39992.86
12749,39786.3936
10096,39777.304
4984,39614.875199999995
5524,39535.99799999999
2867,39497.92
5014,39339.0326
1069,39268.691999999995
4544,39169.4992
9979,39153.8292
6232,39100.46
2848,39036.1846
14548,38959.7832
12088,38914.5484
12982,38809.5974
4837,38687.0726
13048,38309.25
11614,38263.9752
9769,38254.86
8926,38248.651999999995
12932,38229.695999999996
3872,38212.6324
8158,38095.437
3208,38047.959
8842,37839.88799999999
3532,37720.41
11005,37693.3464
2789,37619.219
1921,37481.418
4126,37188.695999999996
14872,36955.86840000001
1252,36678.36
8965,36676.365
6554,36655.0184
1423,36649.1618
6301,36648.612
8012,36627.7548
7877,36613.456
14629,36330.869
10714,36221.964
8902,36220.851
5708,35837.3652
2272,35772.5968
14458,35772.5136
12317,35719.3248
2608,35658.7584
7006,35548.05
416,35444.996999999996
629,35353.1178
13547,35264.1
1106,35015.448000000004
8692,34794.302599999995
1432,34682.3568
8183,34612.277200000004
2170,34389.3825
11516,34382.7705
3352,34101.225
680,34074.62100000001
11575,34054.3042
13051,33959.4255
10826,33909.6411
10570,33831.9709
12646,33815.4796
14083,33659.28
2057,33507.1935
3664,33504.9652
6703,33402.897000000004
4568,33365.5542
7495,33081.048
9028,33054.330400000006
1952,33050.1556
13861,33009.791999999994
5137,32969.97
10471,32443.398
12007,32404.328999999998
12377,32031.5434
13022,31955.88
127,31941.944999999996
8669,31837.0934
4898,31815.21
130,31410.4767
5302,31401.101899999998
9406,31097.87
9230,30975.0336
428,30937.805999999997
6767,30894.8094
5278,30802.761000000002
469,30740.964
14612,30662.180999999997
6908,30331.3734
12979,30204.341999999997
10907,30177.7245
11017,30162.0
14989,29784.2916
3841,29735.447999999997
11473,29340.351
10453,29167.5608
9848,29117.907
14842,28945.728
9535,28858.829999999998
721,28830.42
979,28825.214600000003
9973,28748.067
1345,28589.92
13261,28578.8685
10093,28574.8106
10153,28303.625
3001,28214.703
13141,28153.944000000003
13177,28062.876
11588,27824.940000000002
11953,27717.9072
8462,27511.26
7489,27451.6085
10165,27412.427499999998
7175,27390.607999999997
5905,27372.593199999996
13705,27020.9412
8218,26693.388
5323,26538.688000000002
11656,26435.1275
3136,26281.1616
3922,26128.0
13708,26113.5252
3260,25971.416
1658,25732.124000000003
3440,25541.088300000003
12505,25475.1588
11309,25463.1104
7807,25266.696
1340,25214.789600000004
5101,25148.4927
12760,24920.8194
785,24813.27
464,24771.0708
11662,24753.04
5864,24701.463
10750,24636.68
9182,24515.993599999998
12541,24220.65
5239,24175.6197
9727,24081.9475
8659,24016.076
11335,23889.46
5263,23811.06
11023,23643.284
12739,23542.537399999997
1856,23509.8324
12680,23153.456000000002
563,23074.365599999997
13234,22931.575999999997
8044,22855.6704
1900,22676.004
3503,22393.4438
12698,22369.9065
12802,22071.030300000002
9415,22056.4773
3974,21825.5202
9943,21695.651199999997
14593,21596.5
11756,21455.1648
13966,21286.224000000002
3668,20891.772
11221,20411.516
10073,20391.0945
3227,19997.8744
10252,19878.516000000003
8293,19849.536
8587,19777.68
5498,19713.111599999997
1205,19553.4443
169,19221.370199999998
1198,19100.886
1531,19058.760000000002
1484,19057.8762
10774,19041.9513
4088,18869.8368
3190,18786.009599999998
8296,18771.48
12493,18499.84
3010,18208.0931
12355,18178.8922
2071,17842.2426
4213,17835.4888
13559,17490.1476
10705,17370.36
2747,17158.1
4079,17118.24
13529,17011.134
6644,16935.498
12346,16917.760199999997
13612,16885.7766
142,16724.4356
7096,16510.599
9824,16356.278400000001
10208,16335.902799999998
12478,16279.612799999999
12185,16096.212
3631,16062.4464
5956,15912.693
3266,15865.65
9037,15828.557999999999
12494,15717.464000000002
1693,15446.97
709,15353.5932
13043,15110.016
8572,14975.888200000001
14332,14628.2304
4513,14514.795
7625,14263.719799999999
8528,14092.244999999999
2486,14008.2696
13979,14002.0896
82,13871.52
1384,13812.811199999998
7357,13409.9056
11800,13378.6562
3502,13282.163999999999
11111,13165.752
12332,13030.389
5179,13022.3214
6709,12753.395199999999
7732,12668.115899999999
7900,12575.017
9994,12493.7186
12664,12243.532
14896,12164.88
10172,12118.404
5173,12070.737000000001
6646,11918.8992
8152,11715.096
12376,11566.296
4306,11150.328
10180,10945.88
6244,10930.5456
2149,10920.4128
14266,10866.24
3449,10764.421499999999
14228,10637.3784
12775,10598.3442
14269,10429.218
6544,10208.835
2900,10095.327
9940,10075.576000000001
9838,9969.5232
163,9590.750399999999
7628,9514.9
2615,9091.975
335,8603.616
13192,8480.1792
13636,8459.602799999999
2347,8289.7906
9697,8287.02
14128,8197.298999999999
5036,8185.792
13924,8054.58
5402,8039.3096
4760,7980.988
13510,7977.8655
3760,7929.5172
12487,7841.856
919,7826.467600000001
14473,7603.1025
6475,7413.9212
4256,7314.1821
11456,7154.77
3943,7063.703000000001
6149,7062.45
12955,6771.3002
6550,6578.7339999999995
11098,6568.107
7390,5900.6208
2803,5689.0470000000005
3640,5487.3216
12046,5327.182
14735,5169.3972
3031,5138.208
12173,5096.588000000001
3332,5050.2816
5644,5016.537600000001
14947,4994.442599999999
6500,4981.3155
14194,4940.9997
13520,4686.1068
9275,4500.2685
3865,4224.825
6914,4173.3
5770,4078.5930000000003
8134,3798.7527999999998
11578,3319.5
1085,3260.0389999999998
2200,3239.802
8509,3131.0016
1030,2946.5568
6944,2745.8527999999997
1685,2564.136
5267,2421.3462000000004
6617,2398.4649999999997
10270,2085.4506
3916,1981.9470000000001
7685,1877.8944000000001
9263,1856.2203
2720,1814.9992
4210,1634.3190000000002
2135,1586.6631
8249,1455.8445
7400,1324.9299999999998
11827,1318.5214
2242,1293.3775
14113,1007.133
7927,979.8067
10697,947.2165
